#    L    TT             EE             BB             TE             PP             TP             EP          
  4038    0.22825E+01    0.64869E-01    0.00000E+00   -0.94920E-01    0.42795E-09    0.52267E-07    0.58549E-09
  4039    0.22749E+01    0.64664E-01    0.00000E+00   -0.93831E-01    0.42770E-09    0.52181E-07    0.58873E-09
  4040    0.22672E+01    0.64463E-01    0.00000E+00   -0.92749E-01    0.42746E-09    0.52096E-07    0.59190E-09
  4041    0.22595E+01    0.64267E-01    0.00000E+00   -0.91674E-01    0.42721E-09    0.52010E-07    0.59500E-09
  4042    0.22517E+01    0.64076E-01    0.00000E+00   -0.90607E-01    0.42696E-09    0.51925E-07    0.59803E-09
  4043    0.22440E+01    0.63890E-01    0.00000E+00   -0.89549E-01    0.42672E-09    0.51840E-07    0.60099E-09
  4044    0.22362E+01    0.63707E-01    0.00000E+00   -0.88500E-01    0.42647E-09    0.51755E-07    0.60388E-09
  4045    0.22283E+01    0.63529E-01    0.00000E+00   -0.87460E-01    0.42622E-09    0.51671E-07    0.60670E-09
  4046    0.22206E+01    0.63356E-01    0.00000E+00   -0.86428E-01    0.42597E-09    0.51586E-07    0.60945E-09
  4047    0.22127E+01    0.63188E-01    0.00000E+00   -0.85406E-01    0.42573E-09    0.51502E-07    0.61213E-09
  4048    0.22049E+01    0.63025E-01    0.00000E+00   -0.84393E-01    0.42548E-09    0.51418E-07    0.61474E-09
  4049    0.21969E+01    0.62866E-01    0.00000E+00   -0.83390E-01    0.42524E-09    0.51334E-07    0.61728E-09
  4050    0.21890E+01    0.62711E-01    0.00000E+00   -0.82397E-01    0.42499E-09    0.51250E-07    0.61974E-09
  4051    0.21811E+01    0.62561E-01    0.00000E+00   -0.81413E-01    0.42474E-09    0.51167E-07    0.62214E-09
  4052    0.21733E+01    0.62415E-01    0.00000E+00   -0.80441E-01    0.42450E-09    0.51083E-07    0.62447E-09
  4053    0.21654E+01    0.62273E-01    0.00000E+00   -0.79477E-01    0.42425E-09    0.51000E-07    0.62672E-09
  4054    0.21573E+01    0.62136E-01    0.00000E+00   -0.78525E-01    0.42401E-09    0.50918E-07    0.62890E-09
  4055    0.21493E+01    0.62003E-01    0.00000E+00   -0.77584E-01    0.42376E-09    0.50835E-07    0.63102E-09
  4056    0.21413E+01    0.61875E-01    0.00000E+00   -0.76653E-01    0.42352E-09    0.50753E-07    0.63306E-09
  4057    0.21334E+01    0.61750E-01    0.00000E+00   -0.75734E-01    0.42327E-09    0.50670E-07    0.63503E-09
  4058    0.21253E+01    0.61631E-01    0.00000E+00   -0.74824E-01    0.42303E-09    0.50588E-07    0.63694E-09
  4059    0.21173E+01    0.61515E-01    0.00000E+00   -0.73928E-01    0.42278E-09    0.50507E-07    0.63877E-09
  4060    0.21092E+01    0.61402E-01    0.00000E+00   -0.73045E-01    0.42254E-09    0.50425E-07    0.64054E-09
  4061    0.21012E+01    0.61294E-01    0.00000E+00   -0.72171E-01    0.42229E-09    0.50344E-07    0.64223E-09
  4062    0.20932E+01    0.61190E-01    0.00000E+00   -0.71309E-01    0.42205E-09    0.50263E-07    0.64386E-09
  4063    0.20852E+01    0.61089E-01    0.00000E+00   -0.70460E-01    0.42181E-09    0.50182E-07    0.64542E-09
  4064    0.20771E+01    0.60992E-01    0.00000E+00   -0.69622E-01    0.42156E-09    0.50102E-07    0.64691E-09
  4065    0.20691E+01    0.60899E-01    0.00000E+00   -0.68798E-01    0.42132E-09    0.50021E-07    0.64833E-09
  4066    0.20611E+01    0.60809E-01    0.00000E+00   -0.67984E-01    0.42108E-09    0.49941E-07    0.64968E-09
  4067    0.20530E+01    0.60724E-01    0.00000E+00   -0.67185E-01    0.42083E-09    0.49862E-07    0.65097E-09
  4068    0.20450E+01    0.60641E-01    0.00000E+00   -0.66397E-01    0.42059E-09    0.49782E-07    0.65219E-09
  4069    0.20370E+01    0.60561E-01    0.00000E+00   -0.65622E-01    0.42035E-09    0.49703E-07    0.65334E-09
  4070    0.20290E+01    0.60486E-01    0.00000E+00   -0.64860E-01    0.42010E-09    0.49624E-07    0.65442E-09
  4071    0.20210E+01    0.60413E-01    0.00000E+00   -0.64110E-01    0.41986E-09    0.49545E-07    0.65544E-09
  4072    0.20130E+01    0.60344E-01    0.00000E+00   -0.63375E-01    0.41962E-09    0.49467E-07    0.65639E-09
  4073    0.20050E+01    0.60279E-01    0.00000E+00   -0.62653E-01    0.41938E-09    0.49388E-07    0.65727E-09
  4074    0.19969E+01    0.60215E-01    0.00000E+00   -0.61942E-01    0.41913E-09    0.49310E-07    0.65809E-09
  4075    0.19889E+01    0.60156E-01    0.00000E+00   -0.61246E-01    0.41889E-09    0.49233E-07    0.65884E-09
  4076    0.19810E+01    0.60099E-01    0.00000E+00   -0.60564E-01    0.41865E-09    0.49155E-07    0.65953E-09
  4077    0.19730E+01    0.60045E-01    0.00000E+00   -0.59896E-01    0.41841E-09    0.49078E-07    0.66015E-09
  4078    0.19650E+01    0.59994E-01    0.00000E+00   -0.59240E-01    0.41817E-09    0.49002E-07    0.66070E-09
  4079    0.19571E+01    0.59946E-01    0.00000E+00   -0.58597E-01    0.41793E-09    0.48925E-07    0.66119E-09
  4080    0.19491E+01    0.59901E-01    0.00000E+00   -0.57970E-01    0.41768E-09    0.48849E-07    0.66161E-09
  4081    0.19412E+01    0.59858E-01    0.00000E+00   -0.57355E-01    0.41744E-09    0.48773E-07    0.66197E-09
  4082    0.19334E+01    0.59818E-01    0.00000E+00   -0.56756E-01    0.41720E-09    0.48697E-07    0.66226E-09
  4083    0.19254E+01    0.59780E-01    0.00000E+00   -0.56169E-01    0.41696E-09    0.48622E-07    0.66249E-09
  4084    0.19176E+01    0.59746E-01    0.00000E+00   -0.55597E-01    0.41672E-09    0.48547E-07    0.66266E-09
  4085    0.19097E+01    0.59713E-01    0.00000E+00   -0.55039E-01    0.41648E-09    0.48472E-07    0.66276E-09
  4086    0.19019E+01    0.59683E-01    0.00000E+00   -0.54494E-01    0.41624E-09    0.48398E-07    0.66280E-09
  4087    0.18941E+01    0.59655E-01    0.00000E+00   -0.53964E-01    0.41600E-09    0.48324E-07    0.66277E-09
  4088    0.18864E+01    0.59629E-01    0.00000E+00   -0.53449E-01    0.41576E-09    0.48250E-07    0.66268E-09
  4089    0.18786E+01    0.59606E-01    0.00000E+00   -0.52948E-01    0.41552E-09    0.48177E-07    0.66253E-09
  4090    0.18708E+01    0.59585E-01    0.00000E+00   -0.52458E-01    0.41528E-09    0.48103E-07    0.66231E-09
  4091    0.18631E+01    0.59566E-01    0.00000E+00   -0.51984E-01    0.41504E-09    0.48031E-07    0.66203E-09
  4092    0.18554E+01    0.59549E-01    0.00000E+00   -0.51525E-01    0.41480E-09    0.47958E-07    0.66169E-09
  4093    0.18477E+01    0.59535E-01    0.00000E+00   -0.51080E-01    0.41456E-09    0.47886E-07    0.66128E-09
  4094    0.18400E+01    0.59521E-01    0.00000E+00   -0.50649E-01    0.41433E-09    0.47814E-07    0.66082E-09
  4095    0.18324E+01    0.59511E-01    0.00000E+00   -0.50233E-01    0.41409E-09    0.47743E-07    0.66029E-09
  4096    0.18248E+01    0.59502E-01    0.00000E+00   -0.49831E-01    0.41385E-09    0.47672E-07    0.65970E-09
  4097    0.18172E+01    0.59494E-01    0.00000E+00   -0.49443E-01    0.41361E-09    0.47601E-07    0.65905E-09
  4098    0.18097E+01    0.59489E-01    0.00000E+00   -0.49071E-01    0.41337E-09    0.47530E-07    0.65833E-09
  4099    0.18022E+01    0.59484E-01    0.00000E+00   -0.48711E-01    0.41313E-09    0.47460E-07    0.65756E-09
  4100    0.17947E+01    0.59482E-01    0.00000E+00   -0.48368E-01    0.41289E-09    0.47390E-07    0.65672E-09
  4101    0.17872E+01    0.59481E-01    0.00000E+00   -0.48037E-01    0.41266E-09    0.47321E-07    0.65583E-09
  4102    0.17798E+01    0.59483E-01    0.00000E+00   -0.47722E-01    0.41242E-09    0.47252E-07    0.65487E-09
  4103    0.17724E+01    0.59484E-01    0.00000E+00   -0.47421E-01    0.41218E-09    0.47183E-07    0.65386E-09
  4104    0.17650E+01    0.59487E-01    0.00000E+00   -0.47134E-01    0.41194E-09    0.47115E-07    0.65278E-09
  4105    0.17577E+01    0.59492E-01    0.00000E+00   -0.46860E-01    0.41171E-09    0.47047E-07    0.65165E-09
  4106    0.17504E+01    0.59498E-01    0.00000E+00   -0.46600E-01    0.41147E-09    0.46979E-07    0.65046E-09
  4107    0.17432E+01    0.59504E-01    0.00000E+00   -0.46355E-01    0.41123E-09    0.46912E-07    0.64920E-09
  4108    0.17360E+01    0.59513E-01    0.00000E+00   -0.46123E-01    0.41100E-09    0.46845E-07    0.64790E-09
  4109    0.17288E+01    0.59520E-01    0.00000E+00   -0.45904E-01    0.41076E-09    0.46778E-07    0.64653E-09
  4110    0.17216E+01    0.59530E-01    0.00000E+00   -0.45699E-01    0.41052E-09    0.46712E-07    0.64511E-09
  4111    0.17145E+01    0.59541E-01    0.00000E+00   -0.45507E-01    0.41029E-09    0.46646E-07    0.64363E-09
  4112    0.17074E+01    0.59552E-01    0.00000E+00   -0.45327E-01    0.41005E-09    0.46581E-07    0.64210E-09
  4113    0.17004E+01    0.59563E-01    0.00000E+00   -0.45161E-01    0.40981E-09    0.46516E-07    0.64051E-09
  4114    0.16934E+01    0.59576E-01    0.00000E+00   -0.45008E-01    0.40958E-09    0.46451E-07    0.63886E-09
  4115    0.16865E+01    0.59588E-01    0.00000E+00   -0.44867E-01    0.40934E-09    0.46387E-07    0.63717E-09
  4116    0.16796E+01    0.59602E-01    0.00000E+00   -0.44739E-01    0.40911E-09    0.46323E-07    0.63541E-09
  4117    0.16727E+01    0.59615E-01    0.00000E+00   -0.44623E-01    0.40887E-09    0.46259E-07    0.63361E-09
  4118    0.16659E+01    0.59629E-01    0.00000E+00   -0.44520E-01    0.40864E-09    0.46196E-07    0.63175E-09
  4119    0.16590E+01    0.59643E-01    0.00000E+00   -0.44429E-01    0.40840E-09    0.46133E-07    0.62984E-09
  4120    0.16523E+01    0.59657E-01    0.00000E+00   -0.44349E-01    0.40817E-09    0.46070E-07    0.62788E-09
  4121    0.16456E+01    0.59671E-01    0.00000E+00   -0.44281E-01    0.40793E-09    0.46008E-07    0.62586E-09
  4122    0.16389E+01    0.59686E-01    0.00000E+00   -0.44225E-01    0.40770E-09    0.45946E-07    0.62380E-09
  4123    0.16323E+01    0.59699E-01    0.00000E+00   -0.44181E-01    0.40746E-09    0.45885E-07    0.62168E-09
  4124    0.16258E+01    0.59713E-01    0.00000E+00   -0.44149E-01    0.40723E-09    0.45824E-07    0.61951E-09
  4125    0.16192E+01    0.59727E-01    0.00000E+00   -0.44127E-01    0.40700E-09    0.45763E-07    0.61730E-09
  4126    0.16127E+01    0.59741E-01    0.00000E+00   -0.44117E-01    0.40676E-09    0.45703E-07    0.61503E-09
  4127    0.16063E+01    0.59754E-01    0.00000E+00   -0.44117E-01    0.40653E-09    0.45643E-07    0.61271E-09
  4128    0.15999E+01    0.59766E-01    0.00000E+00   -0.44129E-01    0.40629E-09    0.45583E-07    0.61035E-09
  4129    0.15934E+01    0.59779E-01    0.00000E+00   -0.44150E-01    0.40606E-09    0.45524E-07    0.60794E-09
  4130    0.15872E+01    0.59790E-01    0.00000E+00   -0.44183E-01    0.40583E-09    0.45465E-07    0.60548E-09
  4131    0.15809E+01    0.59802E-01    0.00000E+00   -0.44226E-01    0.40559E-09    0.45407E-07    0.60298E-09
  4132    0.15747E+01    0.59812E-01    0.00000E+00   -0.44279E-01    0.40536E-09    0.45349E-07    0.60042E-09
  4133    0.15686E+01    0.59822E-01    0.00000E+00   -0.44343E-01    0.40513E-09    0.45291E-07    0.59782E-09
  4134    0.15624E+01    0.59831E-01    0.00000E+00   -0.44416E-01    0.40489E-09    0.45234E-07    0.59518E-09
  4135    0.15563E+01    0.59839E-01    0.00000E+00   -0.44499E-01    0.40466E-09    0.45177E-07    0.59249E-09
  4136    0.15504E+01    0.59847E-01    0.00000E+00   -0.44591E-01    0.40443E-09    0.45120E-07    0.58976E-09
  4137    0.15445E+01    0.59853E-01    0.00000E+00   -0.44693E-01    0.40420E-09    0.45064E-07    0.58698E-09
  4138    0.15385E+01    0.59859E-01    0.00000E+00   -0.44805E-01    0.40397E-09    0.45009E-07    0.58416E-09
  4139    0.15327E+01    0.59864E-01    0.00000E+00   -0.44925E-01    0.40373E-09    0.44953E-07    0.58129E-09
  4140    0.15269E+01    0.59868E-01    0.00000E+00   -0.45056E-01    0.40350E-09    0.44898E-07    0.57838E-09
  4141    0.15211E+01    0.59870E-01    0.00000E+00   -0.45194E-01    0.40327E-09    0.44844E-07    0.57543E-09
  4142    0.15154E+01    0.59872E-01    0.00000E+00   -0.45342E-01    0.40304E-09    0.44789E-07    0.57244E-09
  4143    0.15098E+01    0.59872E-01    0.00000E+00   -0.45499E-01    0.40281E-09    0.44736E-07    0.56940E-09
  4144    0.15041E+01    0.59870E-01    0.00000E+00   -0.45664E-01    0.40258E-09    0.44682E-07    0.56633E-09
  4145    0.14986E+01    0.59869E-01    0.00000E+00   -0.45837E-01    0.40234E-09    0.44629E-07    0.56321E-09
  4146    0.14931E+01    0.59865E-01    0.00000E+00   -0.46018E-01    0.40211E-09    0.44576E-07    0.56005E-09
  4147    0.14877E+01    0.59859E-01    0.00000E+00   -0.46207E-01    0.40188E-09    0.44524E-07    0.55686E-09
  4148    0.14823E+01    0.59852E-01    0.00000E+00   -0.46404E-01    0.40165E-09    0.44472E-07    0.55362E-09
  4149    0.14770E+01    0.59845E-01    0.00000E+00   -0.46609E-01    0.40142E-09    0.44421E-07    0.55034E-09
  4150    0.14717E+01    0.59835E-01    0.00000E+00   -0.46821E-01    0.40119E-09    0.44370E-07    0.54703E-09
  4151    0.14665E+01    0.59824E-01    0.00000E+00   -0.47042E-01    0.40096E-09    0.44319E-07    0.54368E-09
  4152    0.14613E+01    0.59811E-01    0.00000E+00   -0.47269E-01    0.40073E-09    0.44269E-07    0.54029E-09
  4153    0.14561E+01    0.59798E-01    0.00000E+00   -0.47504E-01    0.40050E-09    0.44219E-07    0.53687E-09
  4154    0.14510E+01    0.59781E-01    0.00000E+00   -0.47745E-01    0.40027E-09    0.44169E-07    0.53340E-09
  4155    0.14461E+01    0.59764E-01    0.00000E+00   -0.47992E-01    0.40004E-09    0.44120E-07    0.52991E-09
  4156    0.14411E+01    0.59744E-01    0.00000E+00   -0.48246E-01    0.39981E-09    0.44072E-07    0.52637E-09
  4157    0.14361E+01    0.59723E-01    0.00000E+00   -0.48506E-01    0.39958E-09    0.44023E-07    0.52281E-09
  4158    0.14313E+01    0.59700E-01    0.00000E+00   -0.48772E-01    0.39935E-09    0.43975E-07    0.51920E-09
  4159    0.14265E+01    0.59675E-01    0.00000E+00   -0.49045E-01    0.39912E-09    0.43928E-07    0.51557E-09
  4160    0.14217E+01    0.59649E-01    0.00000E+00   -0.49321E-01    0.39890E-09    0.43881E-07    0.51190E-09
  4161    0.14170E+01    0.59621E-01    0.00000E+00   -0.49602E-01    0.39867E-09    0.43834E-07    0.50820E-09
  4162    0.14123E+01    0.59591E-01    0.00000E+00   -0.49889E-01    0.39844E-09    0.43787E-07    0.50446E-09
  4163    0.14077E+01    0.59558E-01    0.00000E+00   -0.50180E-01    0.39821E-09    0.43741E-07    0.50070E-09
  4164    0.14031E+01    0.59524E-01    0.00000E+00   -0.50475E-01    0.39798E-09    0.43696E-07    0.49690E-09
  4165    0.13987E+01    0.59488E-01    0.00000E+00   -0.50776E-01    0.39775E-09    0.43651E-07    0.49307E-09
  4166    0.13942E+01    0.59450E-01    0.00000E+00   -0.51079E-01    0.39753E-09    0.43606E-07    0.48921E-09
  4167    0.13898E+01    0.59408E-01    0.00000E+00   -0.51386E-01    0.39730E-09    0.43561E-07    0.48532E-09
  4168    0.13854E+01    0.59367E-01    0.00000E+00   -0.51697E-01    0.39707E-09    0.43517E-07    0.48141E-09
  4169    0.13809E+01    0.59322E-01    0.00000E+00   -0.52012E-01    0.39684E-09    0.43474E-07    0.47746E-09
  4170    0.13768E+01    0.59276E-01    0.00000E+00   -0.52329E-01    0.39662E-09    0.43430E-07    0.47349E-09
  4171    0.13727E+01    0.59227E-01    0.00000E+00   -0.52648E-01    0.39639E-09    0.43387E-07    0.46948E-09
  4172    0.13685E+01    0.59177E-01    0.00000E+00   -0.52971E-01    0.39616E-09    0.43345E-07    0.46546E-09
  4173    0.13644E+01    0.59123E-01    0.00000E+00   -0.53296E-01    0.39593E-09    0.43303E-07    0.46140E-09
  4174    0.13604E+01    0.59068E-01    0.00000E+00   -0.53623E-01    0.39571E-09    0.43261E-07    0.45732E-09
  4175    0.13563E+01    0.59011E-01    0.00000E+00   -0.53952E-01    0.39548E-09    0.43219E-07    0.45321E-09
  4176    0.13524E+01    0.58952E-01    0.00000E+00   -0.54283E-01    0.39525E-09    0.43178E-07    0.44908E-09
  4177    0.13485E+01    0.58890E-01    0.00000E+00   -0.54615E-01    0.39503E-09    0.43138E-07    0.44492E-09
  4178    0.13446E+01    0.58827E-01    0.00000E+00   -0.54949E-01    0.39480E-09    0.43098E-07    0.44074E-09
  4179    0.13408E+01    0.58760E-01    0.00000E+00   -0.55283E-01    0.39458E-09    0.43058E-07    0.43654E-09
  4180    0.13370E+01    0.58691E-01    0.00000E+00   -0.55619E-01    0.39435E-09    0.43018E-07    0.43231E-09
  4181    0.13333E+01    0.58620E-01    0.00000E+00   -0.55955E-01    0.39412E-09    0.42979E-07    0.42806E-09
  4182    0.13296E+01    0.58546E-01    0.00000E+00   -0.56292E-01    0.39390E-09    0.42940E-07    0.42379E-09
  4183    0.13260E+01    0.58470E-01    0.00000E+00   -0.56629E-01    0.39367E-09    0.42902E-07    0.41950E-09
  4184    0.13224E+01    0.58392E-01    0.00000E+00   -0.56967E-01    0.39345E-09    0.42864E-07    0.41518E-09
  4185    0.13189E+01    0.58312E-01    0.00000E+00   -0.57304E-01    0.39322E-09    0.42826E-07    0.41085E-09
  4186    0.13154E+01    0.58230E-01    0.00000E+00   -0.57642E-01    0.39300E-09    0.42789E-07    0.40650E-09
  4187    0.13119E+01    0.58144E-01    0.00000E+00   -0.57979E-01    0.39277E-09    0.42752E-07    0.40212E-09
  4188    0.13086E+01    0.58058E-01    0.00000E+00   -0.58316E-01    0.39255E-09    0.42716E-07    0.39773E-09
  4189    0.13051E+01    0.57968E-01    0.00000E+00   -0.58651E-01    0.39232E-09    0.42679E-07    0.39332E-09
  4190    0.13019E+01    0.57875E-01    0.00000E+00   -0.58987E-01    0.39210E-09    0.42644E-07    0.38889E-09
  4191    0.12986E+01    0.57781E-01    0.00000E+00   -0.59320E-01    0.39187E-09    0.42608E-07    0.38444E-09
  4192    0.12954E+01    0.57684E-01    0.00000E+00   -0.59653E-01    0.39165E-09    0.42573E-07    0.37998E-09
  4193    0.12922E+01    0.57583E-01    0.00000E+00   -0.59985E-01    0.39143E-09    0.42539E-07    0.37550E-09
  4194    0.12891E+01    0.57481E-01    0.00000E+00   -0.60315E-01    0.39120E-09    0.42504E-07    0.37101E-09
  4195    0.12860E+01    0.57379E-01    0.00000E+00   -0.60643E-01    0.39098E-09    0.42470E-07    0.36650E-09
  4196    0.12829E+01    0.57273E-01    0.00000E+00   -0.60969E-01    0.39076E-09    0.42437E-07    0.36197E-09
  4197    0.12799E+01    0.57163E-01    0.00000E+00   -0.61294E-01    0.39053E-09    0.42404E-07    0.35743E-09
  4198    0.12769E+01    0.57053E-01    0.00000E+00   -0.61616E-01    0.39031E-09    0.42371E-07    0.35288E-09
  4199    0.12740E+01    0.56938E-01    0.00000E+00   -0.61936E-01    0.39009E-09    0.42338E-07    0.34832E-09
  4200    0.12712E+01    0.56822E-01    0.00000E+00   -0.62253E-01    0.38986E-09    0.42306E-07    0.34374E-09
  4201    0.12683E+01    0.56703E-01    0.00000E+00   -0.62568E-01    0.38964E-09    0.42274E-07    0.33915E-09
  4202    0.12655E+01    0.56583E-01    0.00000E+00   -0.62881E-01    0.38942E-09    0.42243E-07    0.33454E-09
  4203    0.12627E+01    0.56459E-01    0.00000E+00   -0.63189E-01    0.38919E-09    0.42212E-07    0.32993E-09
  4204    0.12600E+01    0.56333E-01    0.00000E+00   -0.63496E-01    0.38897E-09    0.42181E-07    0.32531E-09
  4205    0.12573E+01    0.56206E-01    0.00000E+00   -0.63800E-01    0.38875E-09    0.42151E-07    0.32067E-09
  4206    0.12546E+01    0.56075E-01    0.00000E+00   -0.64099E-01    0.38853E-09    0.42121E-07    0.31603E-09
  4207    0.12521E+01    0.55942E-01    0.00000E+00   -0.64396E-01    0.38831E-09    0.42091E-07    0.31138E-09
  4208    0.12495E+01    0.55808E-01    0.00000E+00   -0.64688E-01    0.38808E-09    0.42062E-07    0.30672E-09
  4209    0.12469E+01    0.55670E-01    0.00000E+00   -0.64976E-01    0.38786E-09    0.42033E-07    0.30205E-09
  4210    0.12444E+01    0.55531E-01    0.00000E+00   -0.65261E-01    0.38764E-09    0.42005E-07    0.29737E-09
  4211    0.12419E+01    0.55390E-01    0.00000E+00   -0.65543E-01    0.38742E-09    0.41976E-07    0.29269E-09
  4212    0.12395E+01    0.55246E-01    0.00000E+00   -0.65819E-01    0.38720E-09    0.41949E-07    0.28800E-09
  4213    0.12370E+01    0.55100E-01    0.00000E+00   -0.66091E-01    0.38698E-09    0.41921E-07    0.28331E-09
  4214    0.12347E+01    0.54952E-01    0.00000E+00   -0.66359E-01    0.38676E-09    0.41894E-07    0.27861E-09
  4215    0.12324E+01    0.54802E-01    0.00000E+00   -0.66622E-01    0.38653E-09    0.41867E-07    0.27390E-09
  4216    0.12301E+01    0.54650E-01    0.00000E+00   -0.66880E-01    0.38631E-09    0.41840E-07    0.26920E-09
  4217    0.12278E+01    0.54496E-01    0.00000E+00   -0.67133E-01    0.38609E-09    0.41814E-07    0.26448E-09
  4218    0.12255E+01    0.54340E-01    0.00000E+00   -0.67382E-01    0.38587E-09    0.41788E-07    0.25977E-09
  4219    0.12234E+01    0.54181E-01    0.00000E+00   -0.67625E-01    0.38565E-09    0.41763E-07    0.25505E-09
  4220    0.12211E+01    0.54022E-01    0.00000E+00   -0.67864E-01    0.38543E-09    0.41737E-07    0.25033E-09
  4221    0.12189E+01    0.53860E-01    0.00000E+00   -0.68096E-01    0.38521E-09    0.41712E-07    0.24561E-09
  4222    0.12168E+01    0.53697E-01    0.00000E+00   -0.68323E-01    0.38499E-09    0.41688E-07    0.24089E-09
  4223    0.12147E+01    0.53530E-01    0.00000E+00   -0.68546E-01    0.38477E-09    0.41663E-07    0.23617E-09
  4224    0.12126E+01    0.53363E-01    0.00000E+00   -0.68763E-01    0.38455E-09    0.41639E-07    0.23145E-09
  4225    0.12105E+01    0.53194E-01    0.00000E+00   -0.68974E-01    0.38433E-09    0.41616E-07    0.22673E-09
  4226    0.12085E+01    0.53023E-01    0.00000E+00   -0.69178E-01    0.38411E-09    0.41592E-07    0.22201E-09
  4227    0.12065E+01    0.52851E-01    0.00000E+00   -0.69377E-01    0.38390E-09    0.41569E-07    0.21730E-09
  4228    0.12044E+01    0.52677E-01    0.00000E+00   -0.69570E-01    0.38368E-09    0.41546E-07    0.21258E-09
  4229    0.12024E+01    0.52500E-01    0.00000E+00   -0.69757E-01    0.38346E-09    0.41524E-07    0.20787E-09
  4230    0.12005E+01    0.52322E-01    0.00000E+00   -0.69938E-01    0.38324E-09    0.41502E-07    0.20316E-09
  4231    0.11986E+01    0.52144E-01    0.00000E+00   -0.70112E-01    0.38302E-09    0.41480E-07    0.19846E-09
  4232    0.11966E+01    0.51963E-01    0.00000E+00   -0.70281E-01    0.38280E-09    0.41458E-07    0.19376E-09
  4233    0.11948E+01    0.51780E-01    0.00000E+00   -0.70442E-01    0.38258E-09    0.41437E-07    0.18907E-09
  4234    0.11929E+01    0.51597E-01    0.00000E+00   -0.70597E-01    0.38237E-09    0.41416E-07    0.18438E-09
  4235    0.11910E+01    0.51411E-01    0.00000E+00   -0.70744E-01    0.38215E-09    0.41395E-07    0.17970E-09
  4236    0.11893E+01    0.51224E-01    0.00000E+00   -0.70887E-01    0.38193E-09    0.41375E-07    0.17502E-09
  4237    0.11875E+01    0.51037E-01    0.00000E+00   -0.71021E-01    0.38171E-09    0.41355E-07    0.17036E-09
  4238    0.11857E+01    0.50847E-01    0.00000E+00   -0.71149E-01    0.38149E-09    0.41335E-07    0.16570E-09
  4239    0.11839E+01    0.50656E-01    0.00000E+00   -0.71271E-01    0.38128E-09    0.41315E-07    0.16104E-09
  4240    0.11822E+01    0.50464E-01    0.00000E+00   -0.71385E-01    0.38106E-09    0.41296E-07    0.15640E-09
  4241    0.11805E+01    0.50270E-01    0.00000E+00   -0.71492E-01    0.38084E-09    0.41277E-07    0.15177E-09
  4242    0.11787E+01    0.50076E-01    0.00000E+00   -0.71593E-01    0.38063E-09    0.41258E-07    0.14715E-09
  4243    0.11770E+01    0.49878E-01    0.00000E+00   -0.71686E-01    0.38041E-09    0.41240E-07    0.14253E-09
  4244    0.11753E+01    0.49681E-01    0.00000E+00   -0.71772E-01    0.38019E-09    0.41221E-07    0.13793E-09
  4245    0.11736E+01    0.49483E-01    0.00000E+00   -0.71852E-01    0.37998E-09    0.41203E-07    0.13334E-09
  4246    0.11720E+01    0.49283E-01    0.00000E+00   -0.71923E-01    0.37976E-09    0.41186E-07    0.12877E-09
  4247    0.11703E+01    0.49082E-01    0.00000E+00   -0.71987E-01    0.37954E-09    0.41168E-07    0.12420E-09
  4248    0.11686E+01    0.48879E-01    0.00000E+00   -0.72044E-01    0.37933E-09    0.41151E-07    0.11965E-09
  4249    0.11670E+01    0.48676E-01    0.00000E+00   -0.72094E-01    0.37911E-09    0.41134E-07    0.11512E-09
  4250    0.11654E+01    0.48472E-01    0.00000E+00   -0.72137E-01    0.37889E-09    0.41117E-07    0.11059E-09
  4251    0.11638E+01    0.48267E-01    0.00000E+00   -0.72171E-01    0.37868E-09    0.41101E-07    0.10609E-09
  4252    0.11621E+01    0.48062E-01    0.00000E+00   -0.72199E-01    0.37846E-09    0.41085E-07    0.10159E-09
  4253    0.11606E+01    0.47854E-01    0.00000E+00   -0.72219E-01    0.37825E-09    0.41069E-07    0.97116E-10
  4254    0.11591E+01    0.47646E-01    0.00000E+00   -0.72231E-01    0.37803E-09    0.41053E-07    0.92655E-10
  4255    0.11574E+01    0.47437E-01    0.00000E+00   -0.72236E-01    0.37782E-09    0.41037E-07    0.88210E-10
  4256    0.11559E+01    0.47228E-01    0.00000E+00   -0.72234E-01    0.37760E-09    0.41022E-07    0.83783E-10
  4257    0.11543E+01    0.47017E-01    0.00000E+00   -0.72225E-01    0.37739E-09    0.41007E-07    0.79372E-10
  4258    0.11528E+01    0.46806E-01    0.00000E+00   -0.72208E-01    0.37717E-09    0.40992E-07    0.74978E-10
  4259    0.11512E+01    0.46595E-01    0.00000E+00   -0.72183E-01    0.37696E-09    0.40978E-07    0.70603E-10
  4260    0.11496E+01    0.46383E-01    0.00000E+00   -0.72152E-01    0.37674E-09    0.40964E-07    0.66245E-10
  4261    0.11481E+01    0.46170E-01    0.00000E+00   -0.72113E-01    0.37653E-09    0.40950E-07    0.61906E-10
  4262    0.11466E+01    0.45956E-01    0.00000E+00   -0.72068E-01    0.37631E-09    0.40936E-07    0.57586E-10
  4263    0.11450E+01    0.45743E-01    0.00000E+00   -0.72015E-01    0.37610E-09    0.40922E-07    0.53285E-10
  4264    0.11435E+01    0.45529E-01    0.00000E+00   -0.71955E-01    0.37589E-09    0.40909E-07    0.49004E-10
  4265    0.11420E+01    0.45315E-01    0.00000E+00   -0.71888E-01    0.37567E-09    0.40895E-07    0.44742E-10
  4266    0.11405E+01    0.45100E-01    0.00000E+00   -0.71813E-01    0.37546E-09    0.40882E-07    0.40500E-10
