#    L    TT             EE             BB             TE             PP             TP             EP          
  4267    0.11390E+01    0.44885E-01    0.00000E+00   -0.71733E-01    0.37524E-09    0.40869E-07    0.36280E-10
  4268    0.11375E+01    0.44669E-01    0.00000E+00   -0.71644E-01    0.37503E-09    0.40857E-07    0.32080E-10
  4269    0.11359E+01    0.44453E-01    0.00000E+00   -0.71550E-01    0.37482E-09    0.40844E-07    0.27901E-10
  4270    0.11345E+01    0.44238E-01    0.00000E+00   -0.71448E-01    0.37460E-09    0.40832E-07    0.23744E-10
  4271    0.11330E+01    0.44022E-01    0.00000E+00   -0.71340E-01    0.37439E-09    0.40820E-07    0.19609E-10
  4272    0.11315E+01    0.43805E-01    0.00000E+00   -0.71224E-01    0.37418E-09    0.40808E-07    0.15497E-10
  4273    0.11300E+01    0.43591E-01    0.00000E+00   -0.71102E-01    0.37397E-09    0.40797E-07    0.11407E-10
  4274    0.11285E+01    0.43375E-01    0.00000E+00   -0.70974E-01    0.37375E-09    0.40785E-07    0.73397E-11
  4275    0.11270E+01    0.43159E-01    0.00000E+00   -0.70838E-01    0.37354E-09    0.40774E-07    0.32962E-11
  4276    0.11255E+01    0.42944E-01    0.00000E+00   -0.70697E-01    0.37333E-09    0.40763E-07   -0.72350E-12
  4277    0.11240E+01    0.42729E-01    0.00000E+00   -0.70549E-01    0.37312E-09    0.40752E-07   -0.47191E-11
  4278    0.11224E+01    0.42513E-01    0.00000E+00   -0.70394E-01    0.37290E-09    0.40741E-07   -0.86903E-11
  4279    0.11209E+01    0.42298E-01    0.00000E+00   -0.70234E-01    0.37269E-09    0.40730E-07   -0.12637E-10
  4280    0.11194E+01    0.42084E-01    0.00000E+00   -0.70067E-01    0.37248E-09    0.40720E-07   -0.16558E-10
  4281    0.11179E+01    0.41871E-01    0.00000E+00   -0.69893E-01    0.37227E-09    0.40710E-07   -0.20453E-10
  4282    0.11163E+01    0.41658E-01    0.00000E+00   -0.69714E-01    0.37206E-09    0.40700E-07   -0.24323E-10
  4283    0.11148E+01    0.41444E-01    0.00000E+00   -0.69528E-01    0.37184E-09    0.40690E-07   -0.28167E-10
  4284    0.11132E+01    0.41230E-01    0.00000E+00   -0.69336E-01    0.37163E-09    0.40680E-07   -0.31984E-10
  4285    0.11117E+01    0.41018E-01    0.00000E+00   -0.69138E-01    0.37142E-09    0.40670E-07   -0.35774E-10
  4286    0.11101E+01    0.40805E-01    0.00000E+00   -0.68935E-01    0.37121E-09    0.40661E-07   -0.39536E-10
  4287    0.11086E+01    0.40593E-01    0.00000E+00   -0.68725E-01    0.37100E-09    0.40651E-07   -0.43272E-10
  4288    0.11070E+01    0.40382E-01    0.00000E+00   -0.68509E-01    0.37079E-09    0.40642E-07   -0.46979E-10
  4289    0.11054E+01    0.40172E-01    0.00000E+00   -0.68288E-01    0.37058E-09    0.40633E-07   -0.50657E-10
  4290    0.11038E+01    0.39962E-01    0.00000E+00   -0.68061E-01    0.37037E-09    0.40624E-07   -0.54307E-10
  4291    0.11023E+01    0.39752E-01    0.00000E+00   -0.67828E-01    0.37016E-09    0.40615E-07   -0.57929E-10
  4292    0.11006E+01    0.39544E-01    0.00000E+00   -0.67590E-01    0.36995E-09    0.40607E-07   -0.61520E-10
  4293    0.10991E+01    0.39336E-01    0.00000E+00   -0.67345E-01    0.36974E-09    0.40598E-07   -0.65082E-10
  4294    0.10974E+01    0.39130E-01    0.00000E+00   -0.67096E-01    0.36953E-09    0.40590E-07   -0.68614E-10
  4295    0.10958E+01    0.38924E-01    0.00000E+00   -0.66842E-01    0.36932E-09    0.40581E-07   -0.72115E-10
  4296    0.10942E+01    0.38718E-01    0.00000E+00   -0.66582E-01    0.36911E-09    0.40573E-07   -0.75585E-10
  4297    0.10926E+01    0.38514E-01    0.00000E+00   -0.66316E-01    0.36890E-09    0.40565E-07   -0.79025E-10
  4298    0.10910E+01    0.38310E-01    0.00000E+00   -0.66046E-01    0.36869E-09    0.40557E-07   -0.82432E-10
  4299    0.10892E+01    0.38108E-01    0.00000E+00   -0.65769E-01    0.36848E-09    0.40549E-07   -0.85808E-10
  4300    0.10876E+01    0.37906E-01    0.00000E+00   -0.65489E-01    0.36827E-09    0.40542E-07   -0.89152E-10
  4301    0.10859E+01    0.37705E-01    0.00000E+00   -0.65203E-01    0.36806E-09    0.40534E-07   -0.92463E-10
  4302    0.10842E+01    0.37505E-01    0.00000E+00   -0.64912E-01    0.36785E-09    0.40527E-07   -0.95742E-10
  4303    0.10825E+01    0.37307E-01    0.00000E+00   -0.64615E-01    0.36764E-09    0.40519E-07   -0.98987E-10
  4304    0.10808E+01    0.37109E-01    0.00000E+00   -0.64315E-01    0.36744E-09    0.40512E-07   -0.10220E-09
  4305    0.10791E+01    0.36912E-01    0.00000E+00   -0.64010E-01    0.36723E-09    0.40505E-07   -0.10538E-09
  4306    0.10774E+01    0.36717E-01    0.00000E+00   -0.63700E-01    0.36702E-09    0.40497E-07   -0.10853E-09
  4307    0.10756E+01    0.36522E-01    0.00000E+00   -0.63386E-01    0.36681E-09    0.40490E-07   -0.11164E-09
  4308    0.10738E+01    0.36330E-01    0.00000E+00   -0.63069E-01    0.36660E-09    0.40483E-07   -0.11472E-09
  4309    0.10721E+01    0.36137E-01    0.00000E+00   -0.62747E-01    0.36639E-09    0.40477E-07   -0.11776E-09
  4310    0.10703E+01    0.35947E-01    0.00000E+00   -0.62421E-01    0.36619E-09    0.40470E-07   -0.12078E-09
  4311    0.10685E+01    0.35757E-01    0.00000E+00   -0.62092E-01    0.36598E-09    0.40463E-07   -0.12375E-09
  4312    0.10667E+01    0.35570E-01    0.00000E+00   -0.61759E-01    0.36577E-09    0.40456E-07   -0.12670E-09
  4313    0.10650E+01    0.35382E-01    0.00000E+00   -0.61422E-01    0.36556E-09    0.40450E-07   -0.12961E-09
  4314    0.10631E+01    0.35197E-01    0.00000E+00   -0.61083E-01    0.36536E-09    0.40443E-07   -0.13248E-09
  4315    0.10613E+01    0.35013E-01    0.00000E+00   -0.60740E-01    0.36515E-09    0.40437E-07   -0.13533E-09
  4316    0.10594E+01    0.34830E-01    0.00000E+00   -0.60395E-01    0.36494E-09    0.40430E-07   -0.13813E-09
  4317    0.10575E+01    0.34647E-01    0.00000E+00   -0.60046E-01    0.36474E-09    0.40424E-07   -0.14091E-09
  4318    0.10556E+01    0.34468E-01    0.00000E+00   -0.59692E-01    0.36453E-09    0.40418E-07   -0.14364E-09
  4319    0.10537E+01    0.34288E-01    0.00000E+00   -0.59337E-01    0.36432E-09    0.40412E-07   -0.14635E-09
  4320    0.10519E+01    0.34112E-01    0.00000E+00   -0.58981E-01    0.36412E-09    0.40405E-07   -0.14901E-09
  4321    0.10500E+01    0.33937E-01    0.00000E+00   -0.58620E-01    0.36391E-09    0.40399E-07   -0.15165E-09
  4322    0.10480E+01    0.33764E-01    0.00000E+00   -0.58258E-01    0.36370E-09    0.40393E-07   -0.15424E-09
  4323    0.10461E+01    0.33591E-01    0.00000E+00   -0.57895E-01    0.36350E-09    0.40387E-07   -0.15681E-09
  4324    0.10441E+01    0.33421E-01    0.00000E+00   -0.57528E-01    0.36329E-09    0.40381E-07   -0.15933E-09
  4325    0.10422E+01    0.33251E-01    0.00000E+00   -0.57160E-01    0.36308E-09    0.40375E-07   -0.16182E-09
  4326    0.10403E+01    0.33084E-01    0.00000E+00   -0.56789E-01    0.36288E-09    0.40369E-07   -0.16428E-09
  4327    0.10382E+01    0.32918E-01    0.00000E+00   -0.56418E-01    0.36267E-09    0.40363E-07   -0.16670E-09
  4328    0.10363E+01    0.32754E-01    0.00000E+00   -0.56044E-01    0.36247E-09    0.40358E-07   -0.16908E-09
  4329    0.10343E+01    0.32590E-01    0.00000E+00   -0.55668E-01    0.36226E-09    0.40352E-07   -0.17143E-09
  4330    0.10324E+01    0.32429E-01    0.00000E+00   -0.55294E-01    0.36206E-09    0.40346E-07   -0.17374E-09
  4331    0.10303E+01    0.32270E-01    0.00000E+00   -0.54917E-01    0.36185E-09    0.40340E-07   -0.17601E-09
  4332    0.10282E+01    0.32112E-01    0.00000E+00   -0.54538E-01    0.36165E-09    0.40334E-07   -0.17825E-09
  4333    0.10262E+01    0.31955E-01    0.00000E+00   -0.54157E-01    0.36144E-09    0.40329E-07   -0.18045E-09
  4334    0.10241E+01    0.31801E-01    0.00000E+00   -0.53777E-01    0.36124E-09    0.40323E-07   -0.18262E-09
  4335    0.10220E+01    0.31647E-01    0.00000E+00   -0.53395E-01    0.36103E-09    0.40317E-07   -0.18475E-09
  4336    0.10199E+01    0.31497E-01    0.00000E+00   -0.53010E-01    0.36083E-09    0.40311E-07   -0.18684E-09
  4337    0.10178E+01    0.31348E-01    0.00000E+00   -0.52627E-01    0.36062E-09    0.40306E-07   -0.18889E-09
  4338    0.10156E+01    0.31199E-01    0.00000E+00   -0.52244E-01    0.36042E-09    0.40300E-07   -0.19091E-09
  4339    0.10136E+01    0.31053E-01    0.00000E+00   -0.51859E-01    0.36022E-09    0.40294E-07   -0.19288E-09
  4340    0.10114E+01    0.30910E-01    0.00000E+00   -0.51474E-01    0.36001E-09    0.40288E-07   -0.19482E-09
  4341    0.10092E+01    0.30768E-01    0.00000E+00   -0.51091E-01    0.35981E-09    0.40283E-07   -0.19673E-09
  4342    0.10071E+01    0.30629E-01    0.00000E+00   -0.50705E-01    0.35960E-09    0.40277E-07   -0.19859E-09
  4343    0.10050E+01    0.30490E-01    0.00000E+00   -0.50321E-01    0.35940E-09    0.40271E-07   -0.20042E-09
  4344    0.10027E+01    0.30353E-01    0.00000E+00   -0.49935E-01    0.35920E-09    0.40265E-07   -0.20221E-09
  4345    0.10006E+01    0.30218E-01    0.00000E+00   -0.49550E-01    0.35899E-09    0.40259E-07   -0.20396E-09
  4346    0.99840E+00    0.30086E-01    0.00000E+00   -0.49166E-01    0.35879E-09    0.40254E-07   -0.20567E-09
  4347    0.99608E+00    0.29955E-01    0.00000E+00   -0.48782E-01    0.35859E-09    0.40248E-07   -0.20735E-09
  4348    0.99389E+00    0.29825E-01    0.00000E+00   -0.48399E-01    0.35838E-09    0.40242E-07   -0.20899E-09
  4349    0.99163E+00    0.29697E-01    0.00000E+00   -0.48015E-01    0.35818E-09    0.40236E-07   -0.21058E-09
  4350    0.98950E+00    0.29572E-01    0.00000E+00   -0.47633E-01    0.35798E-09    0.40230E-07   -0.21214E-09
  4351    0.98729E+00    0.29448E-01    0.00000E+00   -0.47251E-01    0.35778E-09    0.40224E-07   -0.21366E-09
  4352    0.98515E+00    0.29327E-01    0.00000E+00   -0.46870E-01    0.35757E-09    0.40218E-07   -0.21514E-09
  4353    0.98277E+00    0.29206E-01    0.00000E+00   -0.46489E-01    0.35737E-09    0.40212E-07   -0.21658E-09
  4354    0.98046E+00    0.29088E-01    0.00000E+00   -0.46111E-01    0.35717E-09    0.40206E-07   -0.21799E-09
  4355    0.97806E+00    0.28972E-01    0.00000E+00   -0.45733E-01    0.35697E-09    0.40199E-07   -0.21935E-09
  4356    0.97573E+00    0.28858E-01    0.00000E+00   -0.45356E-01    0.35677E-09    0.40193E-07   -0.22068E-09
  4357    0.97339E+00    0.28745E-01    0.00000E+00   -0.44981E-01    0.35656E-09    0.40187E-07   -0.22197E-09
  4358    0.97112E+00    0.28634E-01    0.00000E+00   -0.44606E-01    0.35636E-09    0.40181E-07   -0.22322E-09
  4359    0.96877E+00    0.28525E-01    0.00000E+00   -0.44234E-01    0.35616E-09    0.40174E-07   -0.22443E-09
  4360    0.96648E+00    0.28418E-01    0.00000E+00   -0.43863E-01    0.35596E-09    0.40168E-07   -0.22560E-09
  4361    0.96403E+00    0.28313E-01    0.00000E+00   -0.43495E-01    0.35576E-09    0.40161E-07   -0.22674E-09
  4362    0.96172E+00    0.28210E-01    0.00000E+00   -0.43127E-01    0.35556E-09    0.40155E-07   -0.22784E-09
  4363    0.95933E+00    0.28108E-01    0.00000E+00   -0.42762E-01    0.35536E-09    0.40148E-07   -0.22890E-09
  4364    0.95693E+00    0.28009E-01    0.00000E+00   -0.42399E-01    0.35516E-09    0.40142E-07   -0.22993E-09
  4365    0.95445E+00    0.27910E-01    0.00000E+00   -0.42037E-01    0.35495E-09    0.40135E-07   -0.23091E-09
  4366    0.95211E+00    0.27816E-01    0.00000E+00   -0.41678E-01    0.35475E-09    0.40128E-07   -0.23186E-09
  4367    0.94968E+00    0.27722E-01    0.00000E+00   -0.41322E-01    0.35455E-09    0.40121E-07   -0.23278E-09
  4368    0.94725E+00    0.27628E-01    0.00000E+00   -0.40968E-01    0.35435E-09    0.40114E-07   -0.23365E-09
  4369    0.94488E+00    0.27538E-01    0.00000E+00   -0.40616E-01    0.35415E-09    0.40107E-07   -0.23449E-09
  4370    0.94243E+00    0.27448E-01    0.00000E+00   -0.40267E-01    0.35395E-09    0.40100E-07   -0.23530E-09
  4371    0.94005E+00    0.27358E-01    0.00000E+00   -0.39920E-01    0.35375E-09    0.40093E-07   -0.23606E-09
  4372    0.93758E+00    0.27273E-01    0.00000E+00   -0.39577E-01    0.35355E-09    0.40086E-07   -0.23679E-09
  4373    0.93518E+00    0.27188E-01    0.00000E+00   -0.39236E-01    0.35335E-09    0.40079E-07   -0.23749E-09
  4374    0.93270E+00    0.27105E-01    0.00000E+00   -0.38898E-01    0.35315E-09    0.40071E-07   -0.23814E-09
  4375    0.93020E+00    0.27024E-01    0.00000E+00   -0.38563E-01    0.35295E-09    0.40064E-07   -0.23877E-09
  4376    0.92778E+00    0.26944E-01    0.00000E+00   -0.38230E-01    0.35275E-09    0.40056E-07   -0.23935E-09
  4377    0.92527E+00    0.26866E-01    0.00000E+00   -0.37902E-01    0.35256E-09    0.40049E-07   -0.23990E-09
  4378    0.92283E+00    0.26791E-01    0.00000E+00   -0.37575E-01    0.35236E-09    0.40041E-07   -0.24042E-09
  4379    0.92038E+00    0.26716E-01    0.00000E+00   -0.37254E-01    0.35216E-09    0.40033E-07   -0.24090E-09
  4380    0.91799E+00    0.26643E-01    0.00000E+00   -0.36934E-01    0.35196E-09    0.40025E-07   -0.24134E-09
  4381    0.91545E+00    0.26571E-01    0.00000E+00   -0.36619E-01    0.35176E-09    0.40018E-07   -0.24175E-09
  4382    0.91297E+00    0.26502E-01    0.00000E+00   -0.36306E-01    0.35156E-09    0.40009E-07   -0.24212E-09
  4383    0.91049E+00    0.26433E-01    0.00000E+00   -0.35997E-01    0.35136E-09    0.40001E-07   -0.24246E-09
  4384    0.90800E+00    0.26366E-01    0.00000E+00   -0.35691E-01    0.35116E-09    0.39993E-07   -0.24276E-09
  4385    0.90550E+00    0.26302E-01    0.00000E+00   -0.35389E-01    0.35097E-09    0.39985E-07   -0.24303E-09
  4386    0.90307E+00    0.26238E-01    0.00000E+00   -0.35092E-01    0.35077E-09    0.39976E-07   -0.24327E-09
  4387    0.90055E+00    0.26176E-01    0.00000E+00   -0.34797E-01    0.35057E-09    0.39968E-07   -0.24347E-09
  4388    0.89803E+00    0.26115E-01    0.00000E+00   -0.34506E-01    0.35037E-09    0.39959E-07   -0.24363E-09
  4389    0.89557E+00    0.26056E-01    0.00000E+00   -0.34220E-01    0.35017E-09    0.39950E-07   -0.24376E-09
  4390    0.89303E+00    0.25998E-01    0.00000E+00   -0.33937E-01    0.34998E-09    0.39941E-07   -0.24386E-09
  4391    0.89063E+00    0.25942E-01    0.00000E+00   -0.33659E-01    0.34978E-09    0.39932E-07   -0.24392E-09
  4392    0.88808E+00    0.25887E-01    0.00000E+00   -0.33383E-01    0.34958E-09    0.39923E-07   -0.24395E-09
  4393    0.88567E+00    0.25834E-01    0.00000E+00   -0.33113E-01    0.34938E-09    0.39914E-07   -0.24395E-09
  4394    0.88302E+00    0.25781E-01    0.00000E+00   -0.32846E-01    0.34919E-09    0.39905E-07   -0.24391E-09
  4395    0.88061E+00    0.25731E-01    0.00000E+00   -0.32584E-01    0.34899E-09    0.39895E-07   -0.24384E-09
  4396    0.87804E+00    0.25682E-01    0.00000E+00   -0.32327E-01    0.34879E-09    0.39885E-07   -0.24373E-09
  4397    0.87555E+00    0.25634E-01    0.00000E+00   -0.32072E-01    0.34860E-09    0.39876E-07   -0.24359E-09
  4398    0.87306E+00    0.25588E-01    0.00000E+00   -0.31823E-01    0.34840E-09    0.39866E-07   -0.24342E-09
  4399    0.87057E+00    0.25542E-01    0.00000E+00   -0.31577E-01    0.34820E-09    0.39856E-07   -0.24322E-09
  4400    0.86806E+00    0.25499E-01    0.00000E+00   -0.31336E-01    0.34801E-09    0.39846E-07   -0.24298E-09
  4401    0.86556E+00    0.25456E-01    0.00000E+00   -0.31100E-01    0.34781E-09    0.39836E-07   -0.24271E-09
  4402    0.86306E+00    0.25415E-01    0.00000E+00   -0.30867E-01    0.34761E-09    0.39825E-07   -0.24241E-09
  4403    0.86055E+00    0.25375E-01    0.00000E+00   -0.30640E-01    0.34742E-09    0.39815E-07   -0.24207E-09
  4404    0.85809E+00    0.25336E-01    0.00000E+00   -0.30416E-01    0.34722E-09    0.39804E-07   -0.24171E-09
  4405    0.85562E+00    0.25299E-01    0.00000E+00   -0.30197E-01    0.34703E-09    0.39793E-07   -0.24131E-09
  4406    0.85315E+00    0.25262E-01    0.00000E+00   -0.29983E-01    0.34683E-09    0.39782E-07   -0.24088E-09
  4407    0.85067E+00    0.25226E-01    0.00000E+00   -0.29772E-01    0.34663E-09    0.39771E-07   -0.24041E-09
  4408    0.84819E+00    0.25193E-01    0.00000E+00   -0.29567E-01    0.34644E-09    0.39760E-07   -0.23992E-09
  4409    0.84572E+00    0.25159E-01    0.00000E+00   -0.29365E-01    0.34624E-09    0.39749E-07   -0.23940E-09
  4410    0.84325E+00    0.25127E-01    0.00000E+00   -0.29169E-01    0.34605E-09    0.39737E-07   -0.23884E-09
  4411    0.84079E+00    0.25096E-01    0.00000E+00   -0.28976E-01    0.34585E-09    0.39726E-07   -0.23825E-09
  4412    0.83832E+00    0.25066E-01    0.00000E+00   -0.28789E-01    0.34566E-09    0.39714E-07   -0.23764E-09
  4413    0.83586E+00    0.25037E-01    0.00000E+00   -0.28606E-01    0.34546E-09    0.39702E-07   -0.23699E-09
  4414    0.83342E+00    0.25009E-01    0.00000E+00   -0.28426E-01    0.34527E-09    0.39690E-07   -0.23631E-09
  4415    0.83096E+00    0.24982E-01    0.00000E+00   -0.28252E-01    0.34507E-09    0.39678E-07   -0.23561E-09
  4416    0.82853E+00    0.24956E-01    0.00000E+00   -0.28081E-01    0.34488E-09    0.39666E-07   -0.23487E-09
  4417    0.82608E+00    0.24931E-01    0.00000E+00   -0.27916E-01    0.34469E-09    0.39653E-07   -0.23410E-09
  4418    0.82366E+00    0.24906E-01    0.00000E+00   -0.27755E-01    0.34449E-09    0.39641E-07   -0.23331E-09
  4419    0.82122E+00    0.24882E-01    0.00000E+00   -0.27598E-01    0.34430E-09    0.39628E-07   -0.23248E-09
  4420    0.81882E+00    0.24860E-01    0.00000E+00   -0.27446E-01    0.34410E-09    0.39615E-07   -0.23163E-09
  4421    0.81641E+00    0.24838E-01    0.00000E+00   -0.27296E-01    0.34391E-09    0.39602E-07   -0.23075E-09
  4422    0.81400E+00    0.24816E-01    0.00000E+00   -0.27152E-01    0.34372E-09    0.39589E-07   -0.22983E-09
  4423    0.81161E+00    0.24795E-01    0.00000E+00   -0.27012E-01    0.34352E-09    0.39576E-07   -0.22890E-09
  4424    0.80922E+00    0.24775E-01    0.00000E+00   -0.26877E-01    0.34333E-09    0.39562E-07   -0.22793E-09
  4425    0.80685E+00    0.24756E-01    0.00000E+00   -0.26748E-01    0.34314E-09    0.39548E-07   -0.22693E-09
  4426    0.80448E+00    0.24737E-01    0.00000E+00   -0.26622E-01    0.34294E-09    0.39535E-07   -0.22591E-09
  4427    0.80211E+00    0.24719E-01    0.00000E+00   -0.26500E-01    0.34275E-09    0.39521E-07   -0.22486E-09
  4428    0.79976E+00    0.24701E-01    0.00000E+00   -0.26382E-01    0.34256E-09    0.39506E-07   -0.22378E-09
  4429    0.79742E+00    0.24684E-01    0.00000E+00   -0.26268E-01    0.34236E-09    0.39492E-07   -0.22268E-09
  4430    0.79507E+00    0.24667E-01    0.00000E+00   -0.26160E-01    0.34217E-09    0.39478E-07   -0.22155E-09
  4431    0.79275E+00    0.24652E-01    0.00000E+00   -0.26055E-01    0.34198E-09    0.39463E-07   -0.22039E-09
  4432    0.79043E+00    0.24637E-01    0.00000E+00   -0.25954E-01    0.34178E-09    0.39448E-07   -0.21920E-09
  4433    0.78812E+00    0.24621E-01    0.00000E+00   -0.25857E-01    0.34159E-09    0.39433E-07   -0.21799E-09
  4434    0.78582E+00    0.24607E-01    0.00000E+00   -0.25764E-01    0.34140E-09    0.39418E-07   -0.21676E-09
  4435    0.78353E+00    0.24592E-01    0.00000E+00   -0.25676E-01    0.34121E-09    0.39403E-07   -0.21549E-09
  4436    0.78125E+00    0.24579E-01    0.00000E+00   -0.25592E-01    0.34102E-09    0.39388E-07   -0.21421E-09
  4437    0.77899E+00    0.24566E-01    0.00000E+00   -0.25511E-01    0.34082E-09    0.39372E-07   -0.21289E-09
  4438    0.77673E+00    0.24552E-01    0.00000E+00   -0.25435E-01    0.34063E-09    0.39356E-07   -0.21155E-09
  4439    0.77447E+00    0.24540E-01    0.00000E+00   -0.25363E-01    0.34044E-09    0.39340E-07   -0.21019E-09
